"code";"description"
"B232";"Enfermedad por VIH, resultante en anormalidades inmunologicas y hematologicas, no clasificadas en otra parte"
"B238";"Enfermedad por VIH, resultante en otras afecciones especificadas"
"B24";"Enfermedad Por Virus De La Inmunodeficiencia Humana [ Vih ], Sin Otra Especificacion"
"B24X";"Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificacion"
"B25";"Enfermedad Debida A Virus Citomegalico"
"B250";"Neumonitis debida a virus citomegalico"
"B251";"Hepatitis debida a virus citomegalico"
"B252";"Pancreatitis debida a virus citomegalico"
"B258";"Otras enfermedades debidas a virus citomegalico"
"B259";"Enfermedad por virus citomegalico, no especificada"
"B26";"Parotiditis Infecciosa"
"B260";"Orquitis por parotiditis"
"B261";"Meningitis por parotiditis"
"B262";"Encefalitis por parotiditis"
"B263";"Pancreatitis por parotiditis"
"B268";"Parotiditis infecciosa con otras complicaciones"
"B269";"Parotiditis, sin complicaciones"
"B27";"Mononucleosis Infecciosa"
"B270";"Mononucleosis debida a herpes virus gamma"
"B271";"Mononucleosis por citomegalovirus"
"B278";"Otras mononucleosis infecciosas"
"B279";"Mononucleosis infecciosa, no especificada"
"B30";"Conjuntivitis Viral"
"B300";"Queratoconjuntivitis debida a adenovirus"
"B301";"Conjuntivitis debida a adenovirus"
"B302";"Faringoconjuntivitis viral"
"B303";"Conjuntivitis epidemica aguda hemorragica (enterovirica)"
"B308";"Otras conjuntivitis virales"
"B309";"Conjuntivitis viral, sin otra especificacion"
"B33";"Otras Enfermedades Virales, No Clasificadas En Otra Parte"
"B330";"Mialgia epidemica"
"B331";"Enfermedad del rio Ross"
"B332";"Carditis viral"
"B333";"Infecciones debidas a retrovirus, no clasificadas en otra parte"
"B334";"Sindrome (cardio) pulmonar por hantavirus [SPH] [SCPH] "
"B338";"Otras enfermedades virales especificadas"
"B34";"Infeccion Viral De Sitio No Especificado"
"B340";"Infeccion debida a adenovirus, sin otra especificacion"
"B341";"Infeccion debida a enterovirus, sin otra especificacion"
"B342";"Infeccion debida a Coronavirus, sin otra especificacion"
"B343";"Infeccion debida a Parvovirus, sin otra especificacion"
"B344";"Infeccion debida a Papovavirus, sin otra especificacion"
"B348";"Otras infecciones virales de sitio no especificado"
"B349";"Infeccion viral, no especificada"
"B35";"Dermatofitosis"
"B350";"Tina de la barba y del cuero cabelludo"
"B351";"Tina de las unas"
"B352";"Tina de la mano"
"B353";"Tina del pie [Tinea pedis]"
"B354";"Tina del cuerpo [Tinea corporis]"
"B355";"Tina imbricada [Tinea imbricata]"
"B356";"Tina inguinal [Tinea cruris]"
"B358";"Otras dermatofitosis"
"B359";"Dermatofitosis, no especificada"
"B36";"Otras Micosis Superficiales"
"B360";"Pitiriasis versicolor"
"B361";"Tina negra"
"B362";"Piedra blanca"
"B363";"Piedra negra"
"B368";"Otras micosis superficiales especificadas"
"B369";"Micosis superficial, sin otra especificacion"
"B37";"Candidiasis"
"B370";"Estomatitis candidiasica"
"B371";"Candidiasis pulmonar"
"B372";"Candidiasis de la piel y las unas"
"B373";"Candidiasis de la vulva y de la vagina"
"B374";"Candidiasis de otras localizaciones urogenitales"
"B375";"Meningitis debida a Candida"
"B376";"Endocarditis debida a Candida"
"B377";"Sepsis debida a Candida"
"B378";"Candidiasis de otros sitios"
"B379";"Candidiasis, no especificada"
"B38";"Coccidioidomicosis"
"B380";"Coccidioidomicosis pulmonar aguda"
"B381";"Coccidioidomicosis pulmonar cronica"
"B382";"Coccidioidomicosis pulmonar, sin otra especificacion"
"B383";"Coccidioidomicosis cutanea"
"B384";"Meningitis debida a coccidioidomicosis"
"B387";"Coccidioidomicosis diseminada"
"B388";"Otras formas de coccidioidomicosis"
"B389";"Coccidioidomicosis, no especificada"
"B39";"Histoplasmosis"
"B390";"Infeccion pulmonar aguda debida a Histoplasma capsulatum"
"B391";"Infeccion pulmonar cronica debida a Histoplasma capsulatum"
"B392";"Infeccion pulmonar debida a Histoplasma capsulatum, sin otra especificacion"
"B393";"Infeccion diseminada debida a Histoplasma capsulatum"
"B394";"Histoplasmosis debida a Histoplasma capsulatum, sin otra especificacion"
"B395";"Infeccion debida a Histoplasma duboisii"
"B399";"Histoplasmosis, no especificada"
"B40";"Blastomicosis"
"B400";"Blastomicosis pulmonar aguda"
"B401";"Blastomicosis pulmonar cronica"
"B402";"Blastomicosis pulmonar, sin otra especificacion"
"B403";"Blastomicosis cutanea"
"B407";"Blastomicosis diseminada"
"B408";"Otras formas de blastomicosis"
"B409";"Blastomicosis, no especificada"
"B41";"Paracoccidioidomicosis"
"B410";"Paracoccidioidomicosis pulmonar"
"B417";"Paracoccidioidomicosis diseminada"
"B418";"Otras formas de paracoccidioidomicosis"
"B419";"Paracoccidioidomicosis, no especificada"
"B42";"Esporotricosis"
"B420";"Esporotricosis pulmonar"
"B421";"Esporotricosis linfocutanea"
"B427";"Esporotricosis diseminada"
"B428";"Otras formas de esporotricosis"
"B429";"Esporotricosis, no especificada"
"B43";"Cromomicosis Y Absceso Feomicotico"
"B430";"Cromomicosis cutanea"
"B431";"Absceso cerebral feomicotico"
"B432";"Absceso y quiste subcutaneo feomicotico"
"B438";"Otras formas de cromomicosis"
"B439";"Cromomicosis,no especificada"
"B44";"Aspergilosis"
"B440";"Aspergilosis pulmonar invasiva"
"B441";"Otras aspergilosis pulmonares"
"B442";"Aspergilosis amigdalina"
"B447";"Aspergilosis diseminada"
"B448";"Otras formas de aspergilosis"
"B449";"Aspergilosis, no especificada"
"B45";"Criptococosis"
"B450";"Criptococosis pulmonar"
"B451";"Criptococosis cerebral"
"B452";"Criptococosis cutanea"
"B453";"Criptococosis osea"
"B457";"Criptococosis diseminada"
"B458";"Otras formas de criptococosis"
"B459";"Criptococosis, no especificada"
"B46";"Cigomicosis"
"B460";"Mucormicosis pulmonar"
"B461";"Mucormicosis rinocerebral"
"B462";"Mucormicosis gastrointestinal"
"B463";"Mucormicosis cutanea"
"B464";"Mucormicosis diseminada"
"B465";"Mucormicosis, sin otra especificacion"
"B468";"Otras cigomicosis"
"B469";"Cigomicosis, no especificada"
"B47";"Micetoma"
"B470";"Eumicetoma"
"B471";"Actinomicetoma"
"B479";"Micetoma, no especificado"
"B48";"Otras Micosis, No Clasificadas En Otra Parte"
"B480";"Lobomicosis"
"B481";"Rinosporidiosis"
"B482";"Alesqueriasis"
"B483";"Geotricosis"
"B484";"Penicilosis"
"B485";"Neumocistosis"
"B487";"Micosis oportunistas"
"B488";"Otras micosis especificadas"
"B49";"Micosis, No Especificada"
"B49X";"Micosis, no especificada"
"B50";"Paludismo [ Malaria ] Debido A Plasmodium Falciparum"
"B500";"Paludismo debido a Plasmodium falciparum con complicaciones cerebrales"
"B508";"Otro paludismo grave y complicado debido a Plasmodium falciparum"
"B509";"Paludismo debido a Plasmodium falciparum, sin otra especificacion"
"B51";"Paludismo [ Malaria ] Debido A Plasmodium Vivax"
"B510";"Paludismo debido a Plasmodium vivax con ruptura esplenica"
"B518";"Paludismo debido a Plasmodium vivax con otras complicaciones"
"B519";"Paludismo debido a Plasmodium vivax, sin complicaciones"
"B52";"Paludismo [ Malaria ] Debido A Plasmodium Malariae"
"B520";"Paludismo debido a Plasmodium malariae con nefropatia"
"B528";"Paludismo debido a Plasmodium malariae con otras complicaciones"
"B529";"Paludismo debido a Plasmodium malariae, sin complicaciones"
"B53";"Otro Paludismo [ Malaria ] Confirmado Parasitologicamente"
"B530";"Paludismo debido a Plasmodium ovale"
"B531";"Paludismo debido a plasmodios de los simios"
"B538";"Otro paludismo confirmado parasitologicamente, no clasificado en otra parte"
"B54";"Paludismo [ Malaria ] No Especificado"
"B54X";"Paludismo [malaria] no especificado"
"B55";"Leishmaniasis"
"B550";"Leishmaniasis visceral"
"B551";"Leishmaniasis cutanea"
"B552";"Leishmaniasis mucocutanea"
"B559";"Leishmaniasis, no especificada"
"B56";"Tripanosomiasis Africana"
"B560";"Tripanosomiasis gambiense"
"B561";"Tripanosomiasis rhodesiense"
"B569";"Tripanosomiasis africana, sin otra especificacion"
"B57";"Enfermedad De Chagas"
"B570";"Enfermedad de Chagas aguda que afecta al corazon"
"B571";"Enfermedad de Chagas aguda que no afecta al corazon"
"B572";"Enfermedad de Chagas (cronica) que afecta al corazon"
"B573";"Enfermedad de Chagas (cronica) que afecta al sistema digestivo"
"B574";"Enfermedad de Chagas (cronica) que afecta al sistema nervioso"
"B575";"Enfermedad de Chagas (cronica) que afecta otros organos"
"B58";"Toxoplasmosis"
"B580";"Oculopatia debida a toxoplasma"
"B581";"Hepatitis debida a toxoplasma"
"B582";"Meningoencefalitis debida a toxoplasma"
"B583";"Toxoplasmosis pulmonar"
"B588";"Toxoplasmosis con otro organo afectado"
"B589";"Toxoplasmosis, no especificada"
"B60";"Otras Enfermedades Debidas A Protozoarios, No Clasificadas En Otra Parte"
"B600";"Babesiosis"
"B601";"Acantamebiasis"
"B602";"Naegleriasis"
"B608";"Otras enfermedades especificadas debidas a protozoarios"
"B64";"Enfermedad Debida A Protozoarios No Especificada"
"B64X";"Enfermedad debida a protozoarios, no especificada"
"B65";"Esquistosomiasis [ Bilharziasis ]"
"B650";"Esquistosomiasis debida a Schistosoma haematobium (esquistosomiasis urinaria)"
"B651";"Esquistosomiasis debida a Schistosoma mansoni [esquistosomiasis intestinal]"
"B652";"Esquistosomiasis debida a Schistosoma japonicum"
"B653";"Dermatitis por cercarias"
"B658";"Otras esquistosomiasis"
"B659";"Esquistosomiasis, no especificada"
"B66";"Otras Infecciones Debidas A Trematodos"
"B660";"Opistorquiasis"
"B661";"Clonorquiasis"
"B662";"Dicrocoeliasis"
"B663";"Fascioliasis"
"B664";"Paragonimiasis"
"B665";"Fasciolopsiasis"
"B668";"Otras infecciones especificadas debidas a trematodos"
"B669";"Infeccion debida a trematodos, no especificada"
"B67";"Equinococosis"
"B670";"Infeccion del higado debida a Echinococcus granulosus"
"B671";"Infeccion del pulmon debida a Echinococcus granulosus"
"B672";"Infeccion de hueso debida a Echinococcus granulosus"
"B673";"Infeccion de otro organo y de sitios multiples debida a Echinococcus granulosus"
"B674";"Infeccion debida a Echinococcus granulosus, sin otra especificacion"
"B675";"Infeccion del higado debida a Echinococcus multilocularis"
"B676";"Infeccion de otro organo y de sitios multiples debida a Echinococcus multilocularis"
"B677";"Infeccion debida a Echinococcus multilocularis, sin otra especificacion"
"B678";"Equinococosis del higado, no especificada"
"B679";"Equinococosis, otra y la no especificada"
"B68";"Teniasis"
"B680";"Teniasis debida a Taenia solium"
"B681";"Infeccion debida a Taenia saginata"
"B689";"Teniasis, no especificada"
"B69";"Cisticercosis"
"B690";"Cisticercosis del sistema nervioso central"
"B691";"Cisticercosis del ojo"
"B698";"Cisticercosis de otros sitios"
"B699";"Cisticercosis, no especificada"
"B70";"Difilobotriasis Y Esparganosis"
"B700";"Difilobotriasis intestinal"
"B701";"Esparganosis"
"B71";"Otras Infecciones Debidas A Cestodos"
"B710";"Himenolepiasis"
"B711";"Dipilidiasis"
"B718";"Otras infecciones debidas a cestodos especificadas"
"B719";"Infecciones debidas a cestodos, no especificada"
"B72";"Dracontiasis"
"B72X";"Dracontiasis"
"B73";"Oncocercosis"
"B73X";"Oncocercosis"
"B74";"Filariasis"
"B740";"Filariasis debida a Wuchereria bancrofti"
"B741";"Filariasis debida a Brugia malayi"
"B742";"Filariasis debida a Brugia timori"
"B743";"Loaiasis"
"B744";"Mansoneliasis"
"B748";"Otras filariasis"
"B749";"Filariasis, no especificada"
"B75";"Triquinosis"
"B75X";"Triquinosis"
"B76";"Anquilostomiasis Y Necatoriasis"
"B760";"Anquilostomiasis"
"B761";"Necatoriasis"
"B768";"Otras enfermedades debidas a anquilostomas"
"B769";"Enfermedad debida a anquilostomas, no especificada"
"B77";"Ascariasis"
"B770";"Ascariasis con complicaciones intestinales"
"B778";"Ascariasis con otras complicaciones"
"B779";"Ascariasis, no especificada"
"B78";"Estrongiloidiasis"
"B780";"Estrongiloidiasis intestinal"
"B781";"Estrongiloidiasis cutanea"
"B787";"Estrongiloidiasis diseminada"
"B789";"Estrongiloidiasis, no especificada"
"B79";"Tricuriasis"
"B79X";"Tricuriasis"
"B80";"Enterobiasis"
"B80X";"Enterobiasis"
"B81";"Otras Helmintiasis Intestinales, No Clasificadas En Otra Parte"
"B810";"Anisaquiasis"
"B811";"Capilariasis intestinal"
"B812";"Tricoestrongiliasis"
"B813";"Angioestrongiliasis intestinal"
"B814";"Helmintiasis intestinal mixta"
"B818";"Otras helmintiasis intestinales especificadas"
"B82";"Parasitosis Intestinal, Sin Otra Especificacion"
"B820";"Helmintiasis intestinal, sin otra especificacion"
"B829";"Parasitosis intestinal, sin otra especificacion"
"B83";"Otras Helmintiasis"
"B830";"Larva migrans visceral"
"B831";"Gnatostomiasis"
"B832";"Angioestrongiliasis debida a Parastrongylus cantonensis"
"B833";"Singamiasis"
"B834";"Hirudiniasis interna"
"B838";"Otras helmintiasis especificadas"
"B839";"Helmintiasis, no especificada"
"B85";"Pediculosis Y Phthiriasis"
"B850";"Pediculosis debida a Pediculus humanus capitis"
"B851";"Pediculosis debida a Pediculus humanus corporis"
"B852";"Pediculosis, sin otra especificacion"
"B853";"Phthiriasis"
"B854";"Pediculosis y phthiriasis mixtas"
"B86";"Escabiosis"
"B86X";"Escabiosis"
"B87";"Miasis"
"B870";"Miasis cutanea"
"B871";"Miasis en heridas"
"B872";"Miasis ocular"
"B873";"Miasis nasofaringea"
"B874";"Miasis aural"
"B878";"Miasis de otros sitios"
"B879";"Miasis, no especificada"
"B88";"Otras Infestaciones"
"B880";"Otras acariasis"
"B881";"Tungiasis [infeccion debida a pulga de arena]"
"B882";"Otras infestaciones debidas a artropodos"
"B883";"Hirudiniasis externa"
"B888";"Otras infestaciones especificadas"
"B889";"Infestacion, no especificada"
"B89";"Enfermedad Parasitaria, No Especificada"
"B89X";"Enfermedad parasitaria, no especificada"
"B90";"Secuelas De Tuberculosis"
"B900";"Secuelas de tuberculosis del sistema nervioso central"
"B901";"Secuelas de tuberculosis genitourinaria"
"B902";"Secuelas de tuberculosis de huesos y articulaciones"
"B908";"Secuelas de tuberculosis de otros organos especificados"
"B909";"Secuelas de tuberculosis respiratoria y de tuberculosis no especificada"
"B91";"Secuelas De Poliomielitis"
"B91X";"Secuelas de poliomielitis"
"B92";"Secuelas De Lepra"
"B92X";"Secuelas de lepra"
"B94";"Secuelas De Otras Enfermedades Infecciosas Y Parasitarias Y De Las No Especificadas"
"B940";"Secuelas de tracoma"
"B941";"Secuelas de encefalitis viral"
"B942";"Secuelas de hepatitis viral"
"B948";"Secuelas de otras enfermedades infecciosas y parasitarias especificadas"
"B949";"Secuelas de enfermedades infecciosas y parasitarias no especificadas"
"B95";"Estreptococos Y Estafilococos Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B950";"Estreptococo, grupo A, como causa de enfermedades clasificadas en otros capitulos"
"B951";"Estreptococo, grupo B, como causa de enfermedades clasificadas en otros capitulos"
"B952";"Estreptococo, grupo D y enterococos, como causa de enfermedades clasificadas en otros capitulos"
"B953";"Streptococcus pneumoniae como causa de enfermedades clasificadas en otros capitulos"
"B954";"Otros estreptococos como causa de enfermedades clasificadas en otros capitulos"
"B955";"Estreptococo no especificado como causa de enfermedades clasificadas en otros capitulos"
"B956";"Staphylococcus aureus como causa de enfermedades clasificadas en otros capitulos"
"B957";"Otros estafilococos como causa de enfermedades clasificadas en otros capitulos"
"B958";"Estafilococo no especificado, como causa de enfermedades clasificadas en otros capitulos"
"B96";"Otros Agentes Bacterianos Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B960";"Mycoplasma pneumoniae [M. pneumoniae] como causa de enfermedades clasificadas en otros capitulos"
"B961";"Klebsiella pneumoniae [K. pneumoniae] como causa de enfermedades clasificadas en otros capitulos"
"B962";"Escherichia coli [E. coli] como causa de enfermedades clasificadas en otros capitulos"
"B963";"Haemophilus influenzae [H. influenzae] como causa de enfermedades clasificadas en otros capitulos"
"B964";"Proteus (mirabilis) (morganii) como causa de enfermedades clasificadas en otros capitulos"
"B965";"Pseudomonas (aeruginosa) como causa de enfermedades clasificadas en otros capitulos"
"B966";"Bacillus fragilis  [B. fragilis] como causa de enfermedades clasificadas en otros capitulos"
"B967";"Clostridium perfringens [C. perfringens] como causa de enfermedades clasificadas en otros capitulos"
"B968";"Otros agentes bacterianos especificados como causa de enfermedades clasificadas en otros capitulos"
"B97";"Agentes Virales Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B970";"Adenovirus como causa de enfermedades clasificadas en otros capitulos"
"B971";"Enterovirus como causa de enfermedades clasificadas en otros capitulos"
"B972";"Coronavirus como causa de enfermedades clasificadas en otros capitulos"
"B973";"Retrovirus como causa de enfermedades clasificadas en otros capitulos"
"B974";"Virus sincicial respiratorio como causa de enfermedades clasificadas en otros capitulos"
"B975";"Reovirus como causa de enfermedades clasificadas en otros capitulos"
"B976";"Parvovirus como causa de enfermedades clasificadas en otros capitulos"
"B977";"Papilomavirus como causa de enfermedades clasificadas en otros capitulos"
"B978";"Otros agentes virales como causa de enfermedades clasificadas en otros capitulos"
"B98";"Otros agentes infecciosos especificados como causa de enfermedades clasificadas en otros capítulos"
